;Invoice ID;Branch;City;Customer type;Gender;Product line;Unit price;Quantity;Tax 5%;Total;Date;Time;Payment;cogs;gross margin percentage;gross income;Rating
159;423-57-2993;B;Mogi das Cruzes;Normal;Homem;Esportes e viagens;93,39;6;28,02;588,36;3/27/2019;19:18;PIX;560,34;4,761904762;28,017;10
160;894-41-5205;C;Guarulhos;Normal;Mulher;Alimentos e bebidas;43,18;8;17,27;362,71;1/19/2019;19:39;Cartao de Credito;345,44;4,761904762;17,272;8,3
161;275-28-0149;A;Sao Paulo;Normal;Homem;Esportes e viagens;63,69;1;3,18;66,87;2/25/2019;16:21;Dinheiro;63,69;4,761904762;3,1845;6
162;101-17-6199;A;Sao Paulo;Normal;Homem;Alimentos e bebidas;45,79;7;16,03;336,56;3/13/2019;19:44;Cartao de Credito;320,53;4,761904762;16,0265;7
163;423-80-0988;C;Guarulhos;Normal;Homem;Esportes e viagens;76,4;2;7,64;160,44;1/30/2019;19:42;PIX;152,8;4,761904762;7,64;6,5
164;548-46-9322;B;Mogi das Cruzes;Normal;Homem;Alimentos e bebidas;39,9;10;19,95;418,95;2/20/2019;15:24;Cartao de Credito;399;4,761904762;19,95;5,9
165;505-02-0892;B;Mogi das Cruzes;Member;Homem;Saude e beleza;42,57;8;17,03;357,59;2/25/2019;14:12;PIX;340,56;4,761904762;17,028;5,6
166;234-65-2137;C;Guarulhos;Normal;Homem;Casa e estilo de vida;95,58;10;47,79;1003,59;1/16/2019;13:32;Dinheiro;955,8;4,761904762;47,79;4,8
167;687-47-8271;A;Sao Paulo;Normal;Homem;Acessorios de Moda;98,98;10;49,49;1039,29;02/08/2019;16:20;Cartao de Credito;989,8;4,761904762;49,49;8,7
168;796-32-9050;A;Sao Paulo;Normal;Homem;Alimentos e bebidas;51,28;6;15,38;323,06;1/19/2019;16:31;Dinheiro;307,68;4,761904762;15,384;6,5
169;105-31-1824;A;Sao Paulo;Member;Homem;Esportes e viagens;69,52;7;24,33;510,97;02/01/2019;15:10;Cartao de Credito;486,64;4,761904762;24,332;8,5
170;249-42-3782;A;Sao Paulo;Normal;Homem;Saude e beleza;70,01;5;17,5;367,55;01/03/2019;11:36;PIX;350,05;4,761904762;17,5025;5,5
171;316-55-4634;B;Mogi das Cruzes;Member;Homem;Alimentos e bebidas;80,05;5;20,01;420,26;1/26/2019;12:45;Cartao de Credito;400,25;4,761904762;20,0125;9,4
172;733-33-4967;C;Guarulhos;Normal;Homem;Acessorios eletronicos;20,85;8;8,34;175,14;03/03/2019;19:17;Dinheiro;166,8;4,761904762;8,34;6,3
173;608-27-6295;B;Mogi das Cruzes;Member;Homem;Acessorios eletronicos;52,89;6;15,87;333,21;1/19/2019;17:34;Cartao de Credito;317,34;4,761904762;15,867;9,8
174;414-12-7047;B;Mogi das Cruzes;Normal;Homem;Alimentos e bebidas;19,79;8;7,92;166,24;1/18/2019;12:04;PIX;158,32;4,761904762;7,916;8,7
175;827-26-2100;A;Sao Paulo;Member;Homem;Casa e estilo de vida;33,84;9;15,23;319,79;3/21/2019;16:21;PIX;304,56;4,761904762;15,228;8,8
176;175-54-2529;A;Sao Paulo;Member;Homem;Alimentos e bebidas;22,17;8;8,87;186,23;03/03/2019;17:01;Cartao de Credito;177,36;4,761904762;8,868;9,6
177;139-52-2867;C;Guarulhos;Normal;Mulher;Acessorios de Moda;22,51;7;7,88;165,45;2/13/2019;10:50;Cartao de Credito;157,57;4,761904762;7,8785;4,8
178;407-63-8975;A;Sao Paulo;Normal;Homem;Alimentos e bebidas;73,88;6;22,16;465,44;3/23/2019;19:16;PIX;443,28;4,761904762;22,164;4,4
179;342-65-4817;C;Guarulhos;Member;Homem;Saude e beleza;86,8;3;13,02;273,42;1/28/2019;16:47;PIX;260,4;4,761904762;13,02;9,9
180;130-98-8941;C;Guarulhos;Normal;Homem;Acessorios de Moda;64,26;7;22,49;472,31;02/09/2019;10:00;Dinheiro;449,82;4,761904762;22,491;5,7
181;434-83-9547;C;Guarulhos;Member;Homem;Alimentos e bebidas;38,47;8;15,39;323,15;1/23/2019;11:51;Dinheiro;307,76;4,761904762;15,388;7,7
182;851-28-6367;A;Sao Paulo;Member;Homem;Esportes e viagens;15,5;10;7,75;162,75;3/23/2019;10:55;PIX;155;4,761904762;7,75;8
183;824-88-3614;C;Guarulhos;Normal;Homem;Saude e beleza;34,31;8;13,72;288,2;1/25/2019;15:00;PIX;274,48;4,761904762;13,724;5,7
184;586-25-0848;A;Sao Paulo;Normal;Mulher;Esportes e viagens;12,34;7;4,32;90,7;03/04/2019;11:19;Cartao de Credito;86,38;4,761904762;4,319;6,7
185;895-66-0685;B;Mogi das Cruzes;Member;Homem;Alimentos e bebidas;18,08;3;2,71;56,95;03/05/2019;19:46;PIX;54,24;4,761904762;2,712;8
186;305-14-0245;B;Mogi das Cruzes;Member;Mulher;Casa e estilo de vida;94,49;8;37,8;793,72;03/03/2019;19:00;PIX;755,92;4,761904762;37,796;7,5
187;732-04-5373;B;Mogi das Cruzes;Member;Homem;Casa e estilo de vida;46,47;4;9,29;195,17;02/08/2019;10:53;Dinheiro;185,88;4,761904762;9,294;7
188;400-60-7251;A;Sao Paulo;Normal;Homem;Casa e estilo de vida;74,07;1;3,7;77,77;02/10/2019;12:50;PIX;74,07;4,761904762;3,7035;9,9
189;593-65-1552;C;Guarulhos;Normal;Mulher;Casa e estilo de vida;69,81;4;13,96;293,2;1/28/2019;20:50;Cartao de Credito;279,24;4,761904762;13,962;5,9
190;284-34-9626;B;Mogi das Cruzes;Normal;Mulher;Casa e estilo de vida;77,04;3;11,56;242,68;02/11/2019;10:39;Cartao de Credito;231,12;4,761904762;11,556;7,2
191;437-58-8131;B;Mogi das Cruzes;Normal;Mulher;Acessorios de Moda;73,52;2;7,35;154,39;1/15/2019;13:41;PIX;147,04;4,761904762;7,352;4,6
192;286-43-6208;C;Guarulhos;Normal;Mulher;Alimentos e bebidas;87,8;9;39,51;829,71;3/16/2019;19:08;Dinheiro;790,2;4,761904762;39,51;9,2
193;641-43-2399;B;Mogi das Cruzes;Normal;Homem;Casa e estilo de vida;25,55;4;5,11;107,31;1/26/2019;20:23;PIX;102,2;4,761904762;5,11;5,7
194;831-07-6050;A;Sao Paulo;Normal;Homem;Acessorios eletronicos;32,71;5;8,18;171,73;3/19/2019;11:30;Cartao de Credito;163,55;4,761904762;8,1775;9,9
195;556-86-3144;C;Guarulhos;Member;Mulher;Acessorios de Moda;74,29;1;3,71;78;1/13/2019;19:30;Dinheiro;74,29;4,761904762;3,7145;5
196;848-24-9445;C;Guarulhos;Member;Homem;Saude e beleza;43,7;2;4,37;91,77;3/26/2019;18:03;Dinheiro;87,4;4,761904762;4,37;4,9
197;856-22-8149;A;Sao Paulo;Normal;Mulher;Casa e estilo de vida;25,29;1;1,26;26,55;3/23/2019;10:13;PIX;25,29;4,761904762;1,2645;6,1
198;699-01-4164;C;Guarulhos;Normal;Homem;Saude e beleza;41,5;4;8,3;174,3;03/12/2019;19:58;Cartao de Credito;166;4,761904762;8,3;8,2
199;420-11-4919;C;Guarulhos;Member;Mulher;Alimentos e bebidas;71,39;5;17,85;374,8;2/17/2019;19:57;Cartao de Credito;356,95;4,761904762;17,8475;5,5
200;606-80-4905;C;Guarulhos;Member;Mulher;Esportes e viagens;19,15;6;5,75;120,65;1/29/2019;10:01;Cartao de Credito;114,9;4,761904762;5,745;6,8
201;542-41-0513;B;Mogi das Cruzes;Member;Mulher;Acessorios eletronicos;57,49;4;11,5;241,46;3/15/2019;11:57;Dinheiro;229,96;4,761904762;11,498;6,6
202;426-39-2418;C;Guarulhos;Normal;Homem;Acessorios eletronicos;61,41;7;21,49;451,36;1/14/2019;10:02;Dinheiro;429,87;4,761904762;21,4935;9,8
203;875-46-5808;B;Mogi das Cruzes;Member;Homem;Saude e beleza;25,9;10;12,95;271,95;02/06/2019;14:51;PIX;259;4,761904762;12,95;8,7
204;394-43-4238;B;Mogi das Cruzes;Member;Homem;Casa e estilo de vida;17,77;5;4,44;93,29;2/15/2019;12:42;Cartao de Credito;88,85;4,761904762;4,4425;5,4
205;749-24-1565;A;Sao Paulo;Normal;Mulher;Saude e beleza;23,03;9;10,36;217,63;01/03/2019;12:02;PIX;207,27;4,761904762;10,3635;7,9
206;672-51-8681;C;Guarulhos;Member;Mulher;Acessorios eletronicos;66,65;9;29,99;629,84;01/04/2019;18:19;Cartao de Credito;599,85;4,761904762;29,9925;9,7
207;263-87-5680;C;Guarulhos;Member;Mulher;Casa e estilo de vida;28,53;10;14,27;299,57;3/18/2019;17:38;PIX;285,3;4,761904762;14,265;7,8
208;573-58-9734;B;Mogi das Cruzes;Normal;Mulher;Acessorios de Moda;30,37;3;4,56;95,67;3/28/2019;13:41;PIX;91,11;4,761904762;4,5555;5,1
209;817-69-8206;B;Mogi das Cruzes;Normal;Mulher;Acessorios eletronicos;99,73;9;44,88;942,45;03/02/2019;19:42;Cartao de Credito;897,57;4,761904762;44,8785;6,5
210;888-02-0338;A;Sao Paulo;Normal;Homem;Acessorios eletronicos;26,23;9;11,8;247,87;1/25/2019;20:24;PIX;236,07;4,761904762;11,8035;5,9
211;677-11-0152;C;Guarulhos;Normal;Mulher;Alimentos e bebidas;93,26;9;41,97;881,31;1/16/2019;18:08;Dinheiro;839,34;4,761904762;41,967;8,8
212;142-63-6033;B;Mogi das Cruzes;Normal;Homem;Casa e estilo de vida;92,36;5;23,09;484,89;3/20/2019;19:17;PIX;461,8;4,761904762;23,09;4,9
213;656-16-1063;B;Mogi das Cruzes;Normal;Homem;Esportes e viagens;46,42;3;6,96;146,22;01/04/2019;13:24;Cartao de Credito;139,26;4,761904762;6,963;4,4
214;891-58-8335;B;Mogi das Cruzes;Member;Mulher;Esportes e viagens;29,61;7;10,36;217,63;03/11/2019;15:53;Dinheiro;207,27;4,761904762;10,3635;6,5
215;802-43-8934;A;Sao Paulo;Normal;Homem;Casa e estilo de vida;18,28;1;0,91;19,19;3/22/2019;15:05;Cartao de Credito;18,28;4,761904762;0,914;8,3
216;560-30-5617;B;Mogi das Cruzes;Normal;Mulher;Esportes e viagens;24,77;5;6,19;130,04;3/24/2019;18:27;Dinheiro;123,85;4,761904762;6,1925;8,5
217;319-74-2561;A;Sao Paulo;Member;Mulher;Acessorios eletronicos;94,64;3;14,2;298,12;2/21/2019;16:55;Dinheiro;283,92;4,761904762;14,196;5,5
218;549-03-9315;B;Mogi das Cruzes;Normal;Homem;Acessorios de Moda;94,87;8;37,95;796,91;02/12/2019;12:58;PIX;758,96;4,761904762;37,948;8,7
219;790-29-1172;B;Mogi das Cruzes;Normal;Mulher;Alimentos e bebidas;57,34;3;8,6;180,62;03/10/2019;18:59;Cartao de Credito;172,02;4,761904762;8,601;7,9
220;239-36-3640;B;Mogi das Cruzes;Normal;Homem;Acessorios eletronicos;45,35;6;13,61;285,71;1/31/2019;13:44;PIX;272,1;4,761904762;13,605;6,1
221;468-01-2051;B;Mogi das Cruzes;Normal;Homem;Alimentos e bebidas;62,08;7;21,73;456,29;03/06/2019;13:46;PIX;434,56;4,761904762;21,728;5,4
222;389-25-3394;C;Guarulhos;Normal;Homem;Acessorios eletronicos;11,81;5;2,95;62;2/17/2019;18:06;Dinheiro;59,05;4,761904762;2,9525;9,4
223;279-62-1445;C;Guarulhos;Member;Mulher;Acessorios de Moda;12,54;1;0,63;13,17;2/21/2019;12:38;Dinheiro;12,54;4,761904762;0,627;8,2
224;213-72-6612;A;Sao Paulo;Normal;Homem;Alimentos e bebidas;43,25;2;4,33;90,83;3/20/2019;15:56;Dinheiro;86,5;4,761904762;4,325;6,2
225;746-68-6593;C;Guarulhos;Member;Mulher;Esportes e viagens;87,16;2;8,72;183,04;01/11/2019;14:29;Cartao de Credito;174,32;4,761904762;8,716;9,7
226;836-82-5858;B;Mogi das Cruzes;Member;Homem;Saude e beleza;69,37;9;31,22;655,55;1/26/2019;19:14;PIX;624,33;4,761904762;31,2165;4
227;583-72-1480;C;Guarulhos;Member;Homem;Acessorios eletronicos;37,06;4;7,41;155,65;1/31/2019;16:24;PIX;148,24;4,761904762;7,412;9,7
228;466-61-5506;B;Mogi das Cruzes;Member;Mulher;Acessorios eletronicos;90,7;6;27,21;571,41;2/26/2019;10:52;Dinheiro;544,2;4,761904762;27,21;5,3
229;721-86-6247;A;Sao Paulo;Normal;Mulher;Casa e estilo de vida;63,42;8;25,37;532,73;03/11/2019;12:55;PIX;507,36;4,761904762;25,368;7,4
230;289-65-5721;B;Mogi das Cruzes;Normal;Mulher;Acessorios de Moda;81,37;2;8,14;170,88;1/26/2019;19:28;Dinheiro;162,74;4,761904762;8,137;6,5
231;545-46-3100;B;Mogi das Cruzes;Member;Mulher;Acessorios eletronicos;10,59;3;1,59;33,36;03/12/2019;13:52;Cartao de Credito;31,77;4,761904762;1,5885;8,7
232;418-02-5978;B;Mogi das Cruzes;Normal;Mulher;Saude e beleza;84,09;9;37,84;794,65;02/11/2019;10:54;Dinheiro;756,81;4,761904762;37,8405;8
233;269-04-5750;B;Mogi das Cruzes;Member;Homem;Acessorios de Moda;73,82;4;14,76;310,04;2/21/2019;18:31;Dinheiro;295,28;4,761904762;14,764;6,7
234;157-13-5295;A;Sao Paulo;Member;Homem;Saude e beleza;51,94;10;25,97;545,37;03/09/2019;18:24;PIX;519,4;4,761904762;25,97;6,5
235;645-78-8093;A;Sao Paulo;Normal;Mulher;Esportes e viagens;93,14;2;9,31;195,59;1/20/2019;18:09;PIX;186,28;4,761904762;9,314;4,1
236;211-30-9270;C;Guarulhos;Normal;Homem;Saude e beleza;17,41;5;4,35;91,4;1/28/2019;15:16;Cartao de Credito;87,05;4,761904762;4,3525;4,9
237;755-12-3214;C;Guarulhos;Member;Mulher;Acessorios de Moda;44,22;5;11,06;232,16;03/05/2019;17:07;Cartao de Credito;221,1;4,761904762;11,055;8,6
238;346-84-3103;B;Mogi das Cruzes;Member;Mulher;Acessorios eletronicos;13,22;5;3,31;69,41;03/02/2019;19:26;Dinheiro;66,1;4,761904762;3,305;4,3
239;478-06-7835;A;Sao Paulo;Normal;Homem;Acessorios de Moda;89,69;1;4,48;94,17;01/11/2019;11:20;PIX;89,69;4,761904762;4,4845;4,9
240;540-11-4336;A;Sao Paulo;Normal;Homem;Alimentos e bebidas;24,94;9;11,22;235,68;01/11/2019;16:49;Cartao de Credito;224,46;4,761904762;11,223;5,6
241;448-81-5016;A;Sao Paulo;Normal;Homem;Saude e beleza;59,77;2;5,98;125,52;03/11/2019;12:01;Cartao de Credito;119,54;4,761904762;5,977;5,8
242;142-72-4741;C;Guarulhos;Member;Homem;Acessorios de Moda;93,2;2;9,32;195,72;2/28/2019;18:37;Cartao de Credito;186,4;4,761904762;9,32;6
243;217-58-1179;A;Sao Paulo;Member;Homem;Casa e estilo de vida;62,65;4;12,53;263,13;01/05/2019;11:25;Dinheiro;250,6;4,761904762;12,53;4,2
244;376-02-8238;B;Mogi das Cruzes;Normal;Homem;Casa e estilo de vida;93,87;8;37,55;788,51;02/02/2019;18:42;Cartao de Credito;750,96;4,761904762;37,548;8,3
245;530-90-9855;A;Sao Paulo;Member;Homem;Casa e estilo de vida;47,59;8;19,04;399,76;01/01/2019;14:47;Dinheiro;380,72;4,761904762;19,036;5,7
246;866-05-7563;B;Mogi das Cruzes;Member;Mulher;Acessorios eletronicos;81,4;3;12,21;256,41;02/09/2019;19:43;Dinheiro;244,2;4,761904762;12,21;4,8
247;604-70-6476;A;Sao Paulo;Member;Homem;Acessorios de Moda;17,94;5;4,49;94,19;1/23/2019;14:04;PIX;89,7;4,761904762;4,485;6,8
248;799-71-1548;A;Sao Paulo;Member;Homem;Acessorios eletronicos;77,72;4;15,54;326,42;01/07/2019;16:11;Cartao de Credito;310,88;4,761904762;15,544;8,8
249;785-13-7708;B;Mogi das Cruzes;Normal;Homem;Alimentos e bebidas;73,06;7;25,57;536,99;1/14/2019;19:06;Cartao de Credito;511,42;4,761904762;25,571;4,2
250;845-51-0542;B;Mogi das Cruzes;Member;Homem;Alimentos e bebidas;46,55;9;20,95;439,9;02/02/2019;15:34;PIX;418,95;4,761904762;20,9475;6,4
251;662-47-5456;C;Guarulhos;Member;Homem;Acessorios de Moda;35,19;10;17,6;369,5;3/17/2019;19:06;Cartao de Credito;351,9;4,761904762;17,595;8,4
252;883-17-4236;C;Guarulhos;Normal;Mulher;Esportes e viagens;14,39;2;1,44;30,22;03/02/2019;19:44;Cartao de Credito;28,78;4,761904762;1,439;7,2
253;290-68-2984;A;Sao Paulo;Normal;Homem;Casa e estilo de vida;23,75;4;4,75;99,75;3/16/2019;11:22;Dinheiro;95;4,761904762;4,75;5,2
254;704-11-6354;A;Sao Paulo;Member;Homem;Casa e estilo de vida;58,9;8;23,56;494,76;01/06/2019;11:23;Dinheiro;471,2;4,761904762;23,56;8,9
255;110-48-7033;B;Mogi das Cruzes;Member;Homem;Acessorios de Moda;32,62;4;6,52;137;1/29/2019;14:12;Dinheiro;130,48;4,761904762;6,524;9
256;366-93-0948;A;Sao Paulo;Member;Homem;Acessorios eletronicos;66,35;1;3,32;69,67;1/31/2019;10:46;Cartao de Credito;66,35;4,761904762;3,3175;9,7
257;729-09-9681;A;Sao Paulo;Member;Homem;Casa e estilo de vida;25,91;6;7,77;163,23;02/05/2019;10:16;PIX;155,46;4,761904762;7,773;8,7
258;151-16-1484;A;Sao Paulo;Member;Homem;Acessorios eletronicos;32,25;4;6,45;135,45;2/13/2019;12:38;PIX;129;4,761904762;6,45;6,5
259;380-94-4661;C;Guarulhos;Member;Homem;Acessorios eletronicos;65,94;4;13,19;276,95;02/07/2019;13:05;Cartao de Credito;263,76;4,761904762;13,188;6,9
260;850-41-9669;A;Sao Paulo;Normal;Mulher;Acessorios eletronicos;75,06;9;33,78;709,32;3/19/2019;13:25;PIX;675,54;4,761904762;33,777;6,2
261;821-07-3596;C;Guarulhos;Normal;Mulher;Acessorios de Moda;16,45;4;3,29;69,09;03/07/2019;14:53;PIX;65,8;4,761904762;3,29;5,6
262;655-85-5130;B;Mogi das Cruzes;Member;Mulher;Acessorios de Moda;38,3;4;7,66;160,86;3/13/2019;19:22;Dinheiro;153,2;4,761904762;7,66;5,7
263;447-15-7839;A;Sao Paulo;Member;Mulher;Esportes e viagens;22,24;10;11,12;233,52;02/09/2019;11:00;Dinheiro;222,4;4,761904762;11,12;4,2
264;154-74-7179;B;Mogi das Cruzes;Normal;Homem;Esportes e viagens;54,45;1;2,72;57,17;2/26/2019;19:24;PIX;54,45;4,761904762;2,7225;7,9
265;253-12-6086;A;Sao Paulo;Member;Mulher;Esportes e viagens;98,4;7;34,44;723,24;03/12/2019;12:43;Cartao de Credito;688,8;4,761904762;34,44;8,7
266;808-65-0703;C;Guarulhos;Normal;Homem;Casa e estilo de vida;35,47;4;7,09;148,97;3/14/2019;17:22;Cartao de Credito;141,88;4,761904762;7,094;6,9
267;571-94-0759;B;Mogi das Cruzes;Member;Mulher;Alimentos e bebidas;74,6;10;37,3;783,3;01/08/2019;20:55;Dinheiro;746;4,761904762;37,3;9,5
268;144-51-6085;A;Sao Paulo;Member;Homem;Casa e estilo de vida;70,74;4;14,15;297,11;01/05/2019;16:05;Cartao de Credito;282,96;4,761904762;14,148;4,4
269;731-14-2199;A;Sao Paulo;Member;Mulher;Casa e estilo de vida;35,54;10;17,77;373,17;01/04/2019;13:34;PIX;355,4;4,761904762;17,77;7
270;783-09-1637;B;Mogi das Cruzes;Normal;Mulher;Esportes e viagens;67,43;5;16,86;354,01;03/06/2019;18:13;PIX;337,15;4,761904762;16,8575;6,3
271;687-15-1097;C;Guarulhos;Member;Mulher;Saude e beleza;21,12;2;2,11;44,35;01/03/2019;19:17;Dinheiro;42,24;4,761904762;2,112;9,7
272;126-54-1082;A;Sao Paulo;Member;Mulher;Casa e estilo de vida;21,54;9;9,69;203,55;01/07/2019;11:44;Cartao de Credito;193,86;4,761904762;9,693;8,8
273;633-91-1052;A;Sao Paulo;Normal;Mulher;Casa e estilo de vida;12,03;2;1,2;25,26;1/27/2019;15:51;Dinheiro;24,06;4,761904762;1,203;5,1
274;477-24-6490;B;Mogi das Cruzes;Normal;Mulher;Saude e beleza;99,71;6;29,91;628,17;2/26/2019;16:52;PIX;598,26;4,761904762;29,913;7,9
275;566-19-5475;B;Mogi das Cruzes;Normal;Homem;Acessorios de Moda;47,97;7;16,79;352,58;01/07/2019;20:52;Dinheiro;335,79;4,761904762;16,7895;6,2
276;526-86-8552;C;Guarulhos;Member;Mulher;Casa e estilo de vida;21,82;10;10,91;229,11;01/07/2019;17:36;Dinheiro;218,2;4,761904762;10,91;7,1
277;376-56-3573;C;Guarulhos;Normal;Mulher;Acessorios de Moda;95,42;4;19,08;400,76;02/02/2019;13:23;PIX;381,68;4,761904762;19,084;6,4
278;537-72-0426;C;Guarulhos;Member;Homem;Acessorios de Moda;70,99;10;35,5;745,4;3/20/2019;16:28;Dinheiro;709,9;4,761904762;35,495;5,7
279;828-61-5674;A;Sao Paulo;Member;Homem;Esportes e viagens;44,02;10;22,01;462,21;3/20/2019;19:57;Cartao de Credito;440,2;4,761904762;22,01;9,6
280;136-08-6195;A;Sao Paulo;Normal;Mulher;Casa e estilo de vida;69,96;8;27,98;587,66;2/15/2019;17:01;Cartao de Credito;559,68;4,761904762;27,984;6,4
281;523-38-0215;C;Guarulhos;Normal;Homem;Casa e estilo de vida;37;1;1,85;38,85;03/06/2019;13:29;Cartao de Credito;37;4,761904762;1,85;7,9
282;490-29-1201;A;Sao Paulo;Normal;Mulher;Esportes e viagens;15,34;1;0,77;16,11;01/06/2019;11:09;Dinheiro;15,34;4,761904762;0,767;6,5
283;667-92-0055;A;Sao Paulo;Member;Homem;Saude e beleza;99,83;6;29,95;628,93;03/04/2019;15:02;PIX;598,98;4,761904762;29,949;8,5
284;565-17-3836;A;Sao Paulo;Member;Mulher;Saude e beleza;47,67;4;9,53;200,21;03/12/2019;14:21;Dinheiro;190,68;4,761904762;9,534;9,1
285;498-41-1961;B;Mogi das Cruzes;Normal;Homem;Saude e beleza;66,68;5;16,67;350,07;2/20/2019;18:01;Dinheiro;333,4;4,761904762;16,67;7,6
286;593-95-4461;C;Guarulhos;Member;Homem;Casa e estilo de vida;74,86;1;3,74;78,6;3/24/2019;14:49;Dinheiro;74,86;4,761904762;3,743;6,9
287;226-71-3580;C;Guarulhos;Normal;Mulher;Esportes e viagens;23,75;9;10,69;224,44;1/31/2019;12:02;Dinheiro;213,75;4,761904762;10,6875;9,5
288;283-79-9594;B;Mogi das Cruzes;Normal;Mulher;Alimentos e bebidas;48,51;7;16,98;356,55;1/25/2019;13:30;Cartao de Credito;339,57;4,761904762;16,9785;5,2
289;430-60-3493;A;Sao Paulo;Member;Mulher;Casa e estilo de vida;94,88;7;33,21;697,37;02/03/2019;14:38;Dinheiro;664,16;4,761904762;33,208;4,2
290;139-20-0155;B;Mogi das Cruzes;Member;Homem;Acessorios eletronicos;40,3;10;20,15;423,15;1/24/2019;17:37;Cartao de Credito;403;4,761904762;20,15;7
291;558-80-4082;C;Guarulhos;Normal;Homem;Acessorios eletronicos;27,85;7;9,75;204,7;3/14/2019;17:20;PIX;194,95;4,761904762;9,7475;6
292;278-97-7759;A;Sao Paulo;Member;Mulher;Acessorios eletronicos;62,48;1;3,12;65,6;2/18/2019;20:29;Dinheiro;62,48;4,761904762;3,124;4,7
293;316-68-6352;A;Sao Paulo;Member;Mulher;Alimentos e bebidas;36,36;2;3,64;76,36;1/21/2019;10:00;Dinheiro;72,72;4,761904762;3,636;7,1
294;585-03-5943;B;Mogi das Cruzes;Normal;Homem;Saude e beleza;18,11;10;9,06;190,16;3/13/2019;11:46;PIX;181,1;4,761904762;9,055;5,9
295;211-05-0490;C;Guarulhos;Member;Mulher;Acessorios eletronicos;51,92;5;12,98;272,58;03/03/2019;13:42;Dinheiro;259,6;4,761904762;12,98;7,5
296;727-75-6477;C;Guarulhos;Normal;Homem;Acessorios eletronicos;28,84;4;5,77;121,13;3/29/2019;14:44;Dinheiro;115,36;4,761904762;5,768;6,4
297;744-02-5987;A;Sao Paulo;Member;Homem;Casa e estilo de vida;78,38;6;23,51;493,79;01/10/2019;14:16;PIX;470,28;4,761904762;23,514;5,8
298;307-83-9164;A;Sao Paulo;Member;Homem;Casa e estilo de vida;60,01;4;12;252,04;1/25/2019;15:54;Dinheiro;240,04;4,761904762;12,002;4,5
299;779-06-0012;C;Guarulhos;Member;Mulher;Casa e estilo de vida;88,61;1;4,43;93,04;1/19/2019;10:21;Dinheiro;88,61;4,761904762;4,4305;7,7
300;446-47-6729;C;Guarulhos;Normal;Homem;Acessorios de Moda;99,82;2;9,98;209,62;01/02/2019;18:09;Cartao de Credito;199,64;4,761904762;9,982;6,7
301;573-10-3877;B;Mogi das Cruzes;Member;Homem;Saude e beleza;39,01;1;1,95;40,96;03/12/2019;16:46;Cartao de Credito;39,01;4,761904762;1,9505;4,7
302;735-06-4124;C;Guarulhos;Normal;Homem;Alimentos e bebidas;48,61;1;2,43;51,04;2/25/2019;15:31;Dinheiro;48,61;4,761904762;2,4305;4,4
303;439-54-7422;A;Sao Paulo;Normal;Mulher;Acessorios eletronicos;51,19;4;10,24;215;3/18/2019;17:15;Cartao de Credito;204,76;4,761904762;10,238;4,7
304;396-90-2219;B;Mogi das Cruzes;Normal;Mulher;Acessorios eletronicos;14,96;8;5,98;125,66;2/23/2019;12:29;Dinheiro;119,68;4,761904762;5,984;8,6
305;411-77-0180;A;Sao Paulo;Member;Homem;Acessorios eletronicos;72,2;7;25,27;530,67;3/26/2019;20:14;PIX;505,4;4,761904762;25,27;4,3
306;286-01-5402;A;Sao Paulo;Normal;Mulher;Esportes e viagens;40,23;7;14,08;295,69;3/30/2019;13:22;Dinheiro;281,61;4,761904762;14,0805;9,6
307;803-17-8013;A;Sao Paulo;Member;Mulher;Casa e estilo de vida;88,79;8;35,52;745,84;2/17/2019;17:09;Dinheiro;710,32;4,761904762;35,516;4,1
308;512-98-1403;A;Sao Paulo;Member;Mulher;Acessorios eletronicos;26,48;3;3,97;83,41;3/21/2019;10:40;PIX;79,44;4,761904762;3,972;4,7
309;848-42-2560;A;Sao Paulo;Normal;Mulher;Acessorios de Moda;81,91;2;8,19;172,01;03/05/2019;17:43;Dinheiro;163,82;4,761904762;8,191;7,8
310;532-59-7201;B;Mogi das Cruzes;Member;Homem;Esportes e viagens;79,93;6;23,98;503,56;1/31/2019;14:04;Dinheiro;479,58;4,761904762;23,979;5,5
311;181-94-6432;C;Guarulhos;Member;Homem;Acessorios de Moda;69,33;2;6,93;145,59;02/05/2019;19:05;PIX;138,66;4,761904762;6,933;9,7
312;870-76-1733;A;Sao Paulo;Member;Mulher;Alimentos e bebidas;14,23;5;3,56;74,71;02/01/2019;10:08;Cartao de Credito;71,15;4,761904762;3,5575;4,4
313;423-64-4619;A;Sao Paulo;Member;Mulher;Saude e beleza;15,55;9;7;146,95;03/07/2019;13:12;Dinheiro;139,95;4,761904762;6,9975;5
314;227-07-4446;C;Guarulhos;Member;Mulher;Acessorios eletronicos;78,13;10;39,07;820,37;02/10/2019;20:51;Dinheiro;781,3;4,761904762;39,065;4,4
315;174-36-3675;C;Guarulhos;Member;Homem;Alimentos e bebidas;99,37;2;9,94;208,68;2/14/2019;17:29;Dinheiro;198,74;4,761904762;9,937;5,2
316;428-83-5800;C;Guarulhos;Member;Mulher;Alimentos e bebidas;21,08;3;3,16;66,4;02/09/2019;10:25;Dinheiro;63,24;4,761904762;3,162;7,3
317;603-07-0961;C;Guarulhos;Member;Homem;Acessorios eletronicos;74,79;5;18,7;392,65;01/10/2019;11:34;Dinheiro;373,95;4,761904762;18,6975;4,9
